image_id,session,plant,fold,camera,bbch,cls,p_0_S1,p_1_S2,p_2_S5,p_3_S6,p_4_S7,p_5_S8,pred
c1_p005_20230816_o02,p005_20230816,5,0,1,65,3_S6,2.2344546e-08,1.7284092e-06,9.01804e-07,0.00036651085,0.99963045,3.4740464e-07,4_S7
c1_p005_20230921_o07,p005_20230921,5,0,1,77,4_S7,0.00015151492,0.0011495224,0.0042732223,0.0040810173,0.98933417,0.001010496,4_S7
c1_p005_20231005_o09,p005_20231005,5,0,1,79,4_S7,9.105244e-05,0.00034697782,0.0011173264,0.00187959,0.9945089,0.0020560962,4_S7
c1_p006_20230816_o04,p006_20230816,6,0,1,65,3_S6,6.97107e-05,0.0015292818,0.0003794838,0.9830768,0.014943513,1.18656e-06,3_S6
c1_p006_20230921_o02,p006_20230921,6,0,1,78,4_S7,2.1821872e-07,3.7307445e-06,5.7545964e-07,8.3913864e-07,0.99916553,0.0008291086,4_S7
c1_p006_20231005_o07,p006_20231005,6,0,1,79,4_S7,6.6832644e-07,1.7077324e-09,2.146587e-06,1.447168e-09,6.25496e-05,0.9999347,5_S8
c1_p008_20230816_o06,p008_20230816,8,0,1,63,3_S6,7.307356e-05,0.0021000276,0.0008441424,0.80574185,0.19122621,1.47879155e-05,3_S6
c1_p008_20230921_o03,p008_20230921,8,0,1,73,4_S7,1.8873094e-05,1.4423412e-05,0.002655299,4.2612133e-05,0.941995,0.055273738,4_S7
c1_p008_20231005_o11,p008_20231005,8,0,1,76,4_S7,7.9816244e-05,5.2867734e-05,0.0018487705,2.6512384e-06,0.010962373,0.98705345,5_S8
c1_p010_20230816_o07,p010_20230816,10,0,1,64,3_S6,0.0014669214,0.0021092072,0.0026949467,0.9698473,0.023872437,9.155166e-06,3_S6
c1_p010_20230921_o05,p010_20230921,10,0,1,72,4_S7,3.0556206e-05,3.831873e-05,0.008439134,0.00019681676,0.9898448,0.0014503885,4_S7
c1_p010_20231005_o03,p010_20231005,10,0,1,85,5_S8,0.00031940913,0.00022721889,0.033791076,7.1063354e-05,0.38688737,0.5787038,5_S8
c1_p016_20230816_o05,p016_20230816,16,0,1,70,4_S7,1.2859327e-06,0.00013343802,2.162026e-05,0.8820044,0.11783886,4.567298e-07,3_S6
c1_p016_20230921_o12,p016_20230921,16,0,1,75,4_S7,1.2625651e-06,4.9193583e-05,4.63774e-06,9.054693e-06,0.999366,0.0005698297,4_S7
c1_p016_20231005_o09,p016_20231005,16,0,1,77,4_S7,1.5173288e-07,1.1016555e-06,7.853335e-05,3.3940366e-06,0.9998522,6.461727e-05,4_S7
c1_p017_20230816_o06,p017_20230816,17,0,1,71,4_S7,0.000139773,0.0065603764,0.0011924538,0.9605433,0.031562097,2.0935997e-06,3_S6
c1_p017_20230921_o10,p017_20230921,17,0,1,74,4_S7,6.643433e-08,2.4758676e-05,8.3024185e-07,2.323192e-06,0.9999714,6.1274915e-07,4_S7
c1_p017_20231005_o06,p017_20231005,17,0,1,72,4_S7,2.574534e-08,5.783211e-07,2.0451862e-06,1.6248157e-05,0.9996449,0.00033628312,4_S7
c1_p025_20230828_o11,p025_20230828,25,0,1,16,0_S1,0.9923078,0.004385097,0.002901417,0.00028868896,5.53473e-05,6.158653e-05,0_S1
c1_p025_20230904_o03,p025_20230904,25,0,1,22,1_S2,0.031034114,0.027309766,0.71450824,0.19581078,0.03125749,7.96504e-05,2_S5
c1_p025_20230908_o12,p025_20230908,25,0,1,61,3_S6,0.0003195402,0.040500212,0.00042957277,0.93850195,0.0202432,5.6218887e-06,3_S6
c1_p025_20230921_o07,p025_20230921,25,0,1,70,4_S7,0.0010513003,0.01195165,0.020880494,0.06533016,0.9007282,5.8167472e-05,4_S7
c1_p025_20231006_o12,p025_20231006,25,0,1,72,4_S7,8.896486e-05,0.047030617,0.004387806,0.015669612,0.93265516,0.00016790545,4_S7
c1_p025_20231017_o04,p025_20231017,25,0,1,75,4_S7,9.786907e-07,0.00020241208,0.00087778264,0.01225425,0.98666406,5.3976163e-07,4_S7
c1_p025_20231023_o02,p025_20231023,25,0,1,76,4_S7,1.9273285e-12,4.3591335e-06,2.6991835e-09,4.940924e-05,0.99994624,4.4033746e-09,4_S7
c1_p025_20231027_o12,p025_20231027,25,0,1,77,4_S7,4.1743355e-08,0.00076767657,2.1052867e-06,3.6498503e-05,0.9987405,0.00045319725,4_S7
c1_p025_20231101_o07,p025_20231101,25,0,1,78,4_S7,9.931539e-08,0.010582465,2.0117574e-05,0.0020758035,0.9863651,0.00095647277,4_S7
c1_p025_20231106_o01,p025_20231106,25,0,1,79,4_S7,9.0009694e-10,6.334701e-06,3.3008118e-07,2.2875528e-09,0.9997341,0.00025924476,4_S7
c1_p025_20231109_o12,p025_20231109,25,0,1,79,4_S7,7.164255e-06,0.09055341,0.0006981501,3.7869137e-05,0.89849067,0.01021275,4_S7
c1_p025_20231120_o02,p025_20231120,25,0,1,81,5_S8,2.3075224e-08,1.4243444e-06,2.1582755e-06,1.09952225e-08,3.9569255e-05,0.99995685,5_S8
c1_p025_20231124_o04,p025_20231124,25,0,1,81,5_S8,0.0004257013,0.012625069,0.020417666,0.00032294818,0.17232904,0.79387957,5_S8
c1_p025_20231127_o09,p025_20231127,25,0,1,81,5_S8,5.999316e-05,0.03750059,0.0049398206,5.319364e-05,0.0052841054,0.9521623,5_S8
c1_p025_20231130_o12,p025_20231130,25,0,1,81,5_S8,6.16121e-05,4.859848e-06,0.0020865789,5.2730287e-05,0.061141558,0.93665266,5_S8
c1_p030_20230828_o03,p030_20230828,30,0,1,15,0_S1,0.64652026,0.33502498,0.017800977,0.00045393387,0.00012628383,7.351937e-05,0_S1
c1_p030_20230904_o12,p030_20230904,30,0,1,53,2_S5,0.4143684,0.042661466,0.14590068,0.38637644,0.01063991,5.313795e-05,0_S1
c1_p030_20230908_o03,p030_20230908,30,0,1,62,3_S6,0.00013657042,0.009283003,0.0052289725,0.9310897,0.05420388,5.7832294e-05,3_S6
c1_p030_20230921_o03,p030_20230921,30,0,1,70,4_S7,7.8585595e-05,0.006093701,0.0056596925,0.04936812,0.9386146,0.00018538209,4_S7
c1_p030_20231006_o12,p030_20231006,30,0,1,73,4_S7,3.2762262e-07,1.1078243e-05,8.672308e-06,0.000114276205,0.9998653,2.7436937e-07,4_S7
c1_p030_20231017_o02,p030_20231017,30,0,1,75,4_S7,1.6688375e-07,6.713413e-05,1.1174749e-06,1.9956701e-06,0.99992764,2.0690034e-06,4_S7
c1_p030_20231023_o04,p030_20231023,30,0,1,76,4_S7,1.9152264e-09,1.6792692e-05,1.9631475e-06,9.705975e-07,0.9999782,2.125991e-06,4_S7
c1_p030_20231027_o04,p030_20231027,30,0,1,77,4_S7,2.72927e-07,0.0013189948,8.468833e-05,8.46977e-05,0.998417,9.4270385e-05,4_S7
c1_p030_20231101_o01,p030_20231101,30,0,1,78,4_S7,3.7933446e-06,0.0017267844,0.00014198411,6.943885e-06,0.21800537,0.7801152,5_S8
c1_p030_20231106_o08,p030_20231106,30,0,1,79,4_S7,1.0879635e-06,1.4366742e-05,2.5729558e-05,1.0186545e-05,0.995394,0.004554643,4_S7
c1_p030_20231109_o04,p030_20231109,30,0,1,79,4_S7,6.8071566e-09,3.847935e-06,5.75988e-07,5.4573484e-06,0.9999722,1.7832288e-05,4_S7
c1_p030_20231120_o03,p030_20231120,30,0,1,81,5_S8,2.6598054e-05,0.0044019795,0.0007487637,6.875512e-06,0.020897768,0.97391814,5_S8
