image_id,session,plant,fold,camera,bbch,cls,p_0_S1,p_1_S2,p_2_S5,p_3_S6,p_4_S7,p_5_S8,pred
c3_p005_20230816_o02,p005_20230816,5,0,3,65,3_S6,0.030094054,0.96356833,0.0019143599,0.004359428,5.139834e-05,1.2522654e-05,1_S2
c3_p005_20230921_o07,p005_20230921,5,0,3,77,4_S7,0.058982037,0.05073045,0.04586835,0.078017525,0.76559716,0.0008045736,4_S7
c3_p005_20231005_o09,p005_20231005,5,0,3,79,4_S7,0.00367453,0.0026392958,0.0047175935,0.0016094956,0.9848489,0.002510216,4_S7
c3_p006_20230816_o04,p006_20230816,6,0,3,65,3_S6,0.0006027477,0.04228684,0.02000676,0.8543187,0.08241957,0.0003654342,3_S6
c3_p006_20230921_o02,p006_20230921,6,0,3,78,4_S7,8.287869e-06,0.0013215097,5.534659e-06,1.7876453e-06,0.9923298,0.0063330494,4_S7
c3_p006_20231005_o07,p006_20231005,6,0,3,79,4_S7,1.1592507e-08,7.580416e-08,1.15962004e-08,6.228714e-09,0.9997887,0.00021128134,4_S7
c3_p008_20230816_o06,p008_20230816,8,0,3,63,3_S6,0.039448194,0.8524819,0.0126296375,0.09257302,0.00273879,0.00012836797,1_S2
c3_p008_20230921_o03,p008_20230921,8,0,3,73,4_S7,4.486352e-05,0.0023310687,0.0005265977,0.0033286712,0.96553105,0.0282378,4_S7
c3_p008_20231005_o11,p008_20231005,8,0,3,76,4_S7,0.0007320515,0.00029755052,0.0013343731,0.006305116,0.8596751,0.13165583,4_S7
c3_p010_20230816_o07,p010_20230816,10,0,3,64,3_S6,0.0002924669,0.018998157,0.0010394703,0.9788365,0.0007969089,3.651629e-05,3_S6
c3_p010_20230921_o05,p010_20230921,10,0,3,72,4_S7,0.00010372936,0.0015827698,0.000109025445,6.5392036e-05,0.9442488,0.053890143,4_S7
c3_p010_20231005_o03,p010_20231005,10,0,3,85,5_S8,0.0088579245,0.0066764895,0.009809912,0.011502698,0.012087487,0.95106554,5_S8
c3_p016_20230816_o05,p016_20230816,16,0,3,70,4_S7,0.00076284696,0.04746688,0.00972692,0.70823014,0.23315497,0.00065817573,3_S6
c3_p016_20230921_o12,p016_20230921,16,0,3,75,4_S7,1.1488534e-05,8.57092e-06,3.485402e-06,1.6598042e-05,0.9960593,0.003900559,4_S7
c3_p016_20231005_o09,p016_20231005,16,0,3,77,4_S7,0.00087523006,0.0019701626,0.0011003696,0.00025342035,0.37490964,0.6208912,5_S8
c3_p017_20230816_o06,p017_20230816,17,0,3,71,4_S7,0.003577429,0.22072189,0.029304551,0.67494863,0.07124369,0.00020387377,3_S6
c3_p017_20230921_o10,p017_20230921,17,0,3,74,4_S7,1.1359735e-05,1.6985008e-05,2.0365424e-06,6.4341048e-06,0.9911205,0.008842775,4_S7
c3_p017_20231005_o06,p017_20231005,17,0,3,72,4_S7,0.0001387144,5.293854e-05,0.000105831394,3.72827e-05,0.012312888,0.98735225,5_S8
c3_p025_20230828_o11,p025_20230828,25,0,3,16,0_S1,0.9997621,0.00023626696,1.9855344e-07,3.2218754e-09,5.477653e-07,7.8084395e-07,0_S1
c3_p025_20230904_o03,p025_20230904,25,0,3,22,1_S2,0.7019493,0.19235402,0.10254672,0.001327126,0.001669386,0.00015342716,0_S1
c3_p025_20230908_o12,p025_20230908,25,0,3,61,3_S6,0.0023583004,0.24340405,0.0048340843,0.6342673,0.113949254,0.0011871038,3_S6
c3_p025_20230921_o07,p025_20230921,25,0,3,70,4_S7,2.4286397e-05,2.3504392e-05,0.00010842408,0.014455677,0.9853822,5.9280105e-06,4_S7
c3_p025_20231006_o12,p025_20231006,25,0,3,72,4_S7,0.21148343,0.011113209,0.49784958,0.0075190677,0.23063502,0.041399732,2_S5
c3_p025_20231017_o04,p025_20231017,25,0,3,75,4_S7,1.570611e-07,1.0020851e-05,2.2882701e-05,3.2514515e-06,0.9999616,2.0771438e-06,4_S7
c3_p025_20231023_o02,p025_20231023,25,0,3,76,4_S7,3.0573332e-08,1.1590453e-05,1.3945366e-06,3.693571e-06,0.9998789,0.00010438762,4_S7
c3_p025_20231027_o12,p025_20231027,25,0,3,77,4_S7,5.31817e-06,5.9185873e-05,3.420069e-05,0.0024474778,0.99353164,0.0039221235,4_S7
c3_p025_20231101_o07,p025_20231101,25,0,3,78,4_S7,1.1652813e-08,6.845001e-05,6.839559e-07,2.7868655e-06,0.99954337,0.00038464286,4_S7
