image_id,session,plant,fold,camera,bbch,cls,p_0_S1,p_1_S2,p_2_S5,p_3_S6,p_4_S7,p_5_S8,pred
c4_p005_20230816_o02,p005_20230816,5,0,4,65,3_S6,0.07047811,0.035569135,0.34897923,0.11810751,0.42565444,0.0012116138,4_S7
c4_p005_20230921_o07,p005_20230921,5,0,4,77,4_S7,0.0010932597,0.011266847,0.004456169,0.021586308,0.9590886,0.0025088168,4_S7
c4_p005_20231005_o09,p005_20231005,5,0,4,79,4_S7,0.00817737,0.007611284,0.24185523,0.116368115,0.6143032,0.011684822,4_S7
c4_p006_20230816_o04,p006_20230816,6,0,4,65,3_S6,0.00015220771,0.009866805,0.002414334,0.7872897,0.20026483,1.211991e-05,3_S6
c4_p006_20230921_o02,p006_20230921,6,0,4,78,4_S7,8.376201e-06,0.00017353566,0.00011696367,0.0060524805,0.9929684,0.00068025076,4_S7
c4_p006_20231005_o07,p006_20231005,6,0,4,79,4_S7,6.067598e-09,9.105261e-09,2.1140586e-08,5.592922e-09,0.9997582,0.00024177965,4_S7
c4_p008_20230816_o06,p008_20230816,8,0,4,63,3_S6,0.0005047273,0.006695589,0.02029834,0.9607778,0.0116980355,2.5501524e-05,3_S6
c4_p008_20230921_o03,p008_20230921,8,0,4,73,4_S7,0.00038416125,0.0007716795,0.0038844824,0.0049450076,0.98911333,0.00090130937,4_S7
c4_p008_20231005_o11,p008_20231005,8,0,4,76,4_S7,0.0022174667,0.009090287,0.010462281,0.45868778,0.5136512,0.005891006,4_S7
c4_p010_20230816_o07,p010_20230816,10,0,4,64,3_S6,1.615226e-06,0.00021199597,0.0031607647,0.9925047,0.004119671,1.1721393e-06,3_S6
c4_p010_20230921_o05,p010_20230921,10,0,4,72,4_S7,0.00023868195,0.11168251,0.009533682,0.01185391,0.8641267,0.002564605,4_S7
c4_p010_20231005_o03,p010_20231005,10,0,4,85,5_S8,3.1395226e-05,0.0107501075,0.0042208596,0.024572311,0.867644,0.09278133,4_S7
c4_p016_20230816_o05,p016_20230816,16,0,4,70,4_S7,1.5812686e-06,3.246795e-05,0.0003676453,0.9967319,0.0028656914,7.8856465e-07,3_S6
c4_p016_20230921_o12,p016_20230921,16,0,4,75,4_S7,7.216959e-06,0.0025039825,0.000109689514,0.54459465,0.4525116,0.00027288118,3_S6
c4_p016_20231005_o09,p016_20231005,16,0,4,77,4_S7,7.047673e-05,0.0005490427,0.00029507975,0.0002037772,0.98934585,0.009535783,4_S7
c4_p017_20230816_o06,p017_20230816,17,0,4,71,4_S7,0.017340457,0.024273338,0.07552276,0.6756391,0.20623645,0.0009879518,3_S6
c4_p017_20230921_o10,p017_20230921,17,0,4,74,4_S7,3.7160523e-06,1.586144e-05,7.2259454e-06,0.002799516,0.9961992,0.0009744911,4_S7
c4_p017_20231005_o06,p017_20231005,17,0,4,72,4_S7,0.0007317294,0.0018905521,0.003298674,0.00023187819,0.7298822,0.26396498,4_S7
c4_p025_20230828_o11,p025_20230828,25,0,4,16,0_S1,0.99909425,0.00044620386,0.00044392902,1.45666045e-05,3.4269334e-07,7.7612464e-07,0_S1
c4_p025_20230904_o03,p025_20230904,25,0,4,22,1_S2,0.70732325,0.21710321,0.067486785,0.007808933,0.000187925,8.989857e-05,0_S1
c4_p025_20230908_o12,p025_20230908,25,0,4,61,3_S6,0.00048888254,0.028417509,0.0020786375,0.7617762,0.2071118,0.00012696335,3_S6
c4_p025_20230921_o07,p025_20230921,25,0,4,70,4_S7,0.0013011934,0.0066854204,0.017492073,0.37577942,0.59564656,0.0030953512,4_S7
c4_p025_20231006_o12,p025_20231006,25,0,4,72,4_S7,0.06434407,0.023511026,0.32951596,0.5225323,0.059895568,0.00020113152,3_S6
c4_p025_20231017_o04,p025_20231017,25,0,4,75,4_S7,7.990484e-06,5.3306835e-06,0.00013840903,0.00092397514,0.99752504,0.0013992277,4_S7
c4_p025_20231023_o02,p025_20231023,25,0,4,76,4_S7,9.5111693e-07,0.00010045653,1.5409461e-05,0.0008565487,0.9988527,0.000173983,4_S7
c4_p025_20231027_o12,p025_20231027,25,0,4,77,4_S7,5.195086e-07,5.6524873e-06,1.2950234e-06,0.00016008876,0.999331,0.0005014453,4_S7
c4_p025_20231101_o07,p025_20231101,25,0,4,78,4_S7,6.9572883e-07,0.14299385,3.7888403e-05,0.008491948,0.84760094,0.0008747189,4_S7
c4_p025_20231106_o01,p025_20231106,25,0,4,79,4_S7,3.34327e-06,0.0002789826,8.5876934e-05,0.0001323627,0.99447954,0.005019928,4_S7
c4_p025_20231109_o12,p025_20231109,25,0,4,79,4_S7,2.2622734e-07,0.0008567433,6.102936e-06,0.0015832704,0.99712497,0.00042875274,4_S7
c4_p025_20231120_o02,p025_20231120,25,0,4,81,5_S8,2.3033479e-05,0.043499056,0.00082615216,2.2349333e-05,0.83654815,0.11908124,4_S7
c4_p025_20231124_o04,p025_20231124,25,0,4,81,5_S8,0.0010533956,0.29147068,0.009510049,0.01754577,0.38396856,0.2964515,4_S7
c4_p025_20231127_o09,p025_20231127,25,0,4,81,5_S8,0.00021811022,0.007499574,0.014191403,0.0072747483,0.17837113,0.792445,5_S8
c4_p025_20231130_o12,p025_20231130,25,0,4,81,5_S8,1.3038915e-05,0.0012366367,0.002709051,2.3183488e-06,0.0020331605,0.9940058,5_S8
c4_p030_20230828_o03,p030_20230828,30,0,4,15,0_S1,0.9992841,0.00029367564,0.00038305318,3.7550886e-05,1.0969221e-06,4.807575e-07,0_S1
c4_p030_20230904_o12,p030_20230904,30,0,4,53,2_S5,0.0112970965,0.0420228,0.8609222,0.08487529,0.0008653465,1.7267412e-05,2_S5
c4_p030_20230908_o03,p030_20230908,30,0,4,62,3_S6,3.2766195e-05,0.00041909743,0.00048114275,0.98270434,0.016340299,2.2290245e-05,3_S6
c4_p030_20230921_o03,p030_20230921,30,0,4,70,4_S7,5.658885e-07,0.00042223596,2.0288346e-05,0.0062778606,0.9931437,0.00013542258,4_S7
c4_p030_20231006_o12,p030_20231006,30,0,4,73,4_S7,1.07354005e-07,3.392451e-05,6.372962e-06,0.0008898612,0.99905485,1.4846663e-05,4_S7
c4_p030_20231017_o02,p030_20231017,30,0,4,75,4_S7,3.9065617e-06,0.0020601102,0.00013227234,0.0036082845,0.9930977,0.0010977434,4_S7
c4_p030_20231023_o04,p030_20231023,30,0,4,76,4_S7,1.1669396e-10,7.196287e-08,1.1282921e-09,0.00017075818,0.9997687,6.0498314e-05,4_S7
c4_p030_20231027_o04,p030_20231027,30,0,4,77,4_S7,3.834996e-10,6.014602e-06,5.092502e-08,0.0005420776,0.9992945,0.00015730767,4_S7
c4_p030_20231101_o01,p030_20231101,30,0,4,78,4_S7,0.0011215403,0.00016625081,0.00077607564,0.011793115,0.97041523,0.015727691,4_S7
c4_p030_20231106_o08,p030_20231106,30,0,4,79,4_S7,3.627028e-08,8.393081e-06,8.256644e-07,2.329532e-06,0.86000407,0.13998438,4_S7
c4_p030_20231109_o04,p030_20231109,30,0,4,79,4_S7,1.6374171e-08,0.010520398,2.999856e-06,3.2327058e-05,0.98452675,0.0049174232,4_S7
c4_p030_20231120_o03,p030_20231120,30,0,4,81,5_S8,4.9032826e-07,3.085989e-05,5.0716703e-06,0.00013751951,0.029430315,0.9703957,5_S8
