image_id,session,plant,fold,camera,bbch,cls,p_0_S1,p_1_S2,p_2_S5,p_3_S6,p_4_S7,p_5_S8,pred
c2_p005_20230816_o02,p005_20230816,5,0,2,65,3_S6,0.0016744673,0.020739874,0.067975156,0.52973497,0.37615663,0.003718947,3_S6
c2_p005_20230921_o07,p005_20230921,5,0,2,77,4_S7,0.005493829,0.0075501082,0.013125465,0.07374355,0.85210764,0.047979463,4_S7
c2_p005_20231005_o09,p005_20231005,5,0,2,79,4_S7,0.0011734132,0.0007719284,0.0016344818,0.00041755155,0.3133392,0.6826634,5_S8
c2_p006_20230816_o04,p006_20230816,6,0,2,65,3_S6,0.007125038,0.046730433,0.07612926,0.51710844,0.34617466,0.006732159,3_S6
c2_p006_20230921_o02,p006_20230921,6,0,2,78,4_S7,0.005472992,0.012174018,0.012735358,0.05124282,0.8859144,0.032460548,4_S7
c2_p006_20231005_o07,p006_20231005,6,0,2,79,4_S7,0.0003585883,0.0036323294,0.008632143,0.0003194778,0.037063334,0.94999415,5_S8
c2_p008_20230816_o06,p008_20230816,8,0,2,63,3_S6,0.0028242965,0.030286616,0.058827188,0.64102644,0.26292455,0.004110966,3_S6
c2_p008_20230921_o03,p008_20230921,8,0,2,73,4_S7,0.00289502,0.016466815,0.07495809,0.16278383,0.71753705,0.025359197,4_S7
c2_p008_20231005_o11,p008_20231005,8,0,2,76,4_S7,0.00089149334,0.0025735495,0.01600299,0.0010071277,0.088182405,0.8913425,5_S8
c2_p010_20230816_o07,p010_20230816,10,0,2,64,3_S6,0.00018721173,0.0030564014,0.007360383,0.8754011,0.113573276,0.00042166613,3_S6
c2_p010_20230921_o05,p010_20230921,10,0,2,72,4_S7,0.0008305312,0.0031363145,0.03051042,0.06587098,0.8886161,0.011035696,4_S7
c2_p010_20231005_o03,p010_20231005,10,0,2,85,5_S8,3.868906e-06,1.9579915e-05,9.314519e-05,8.253077e-06,0.00843752,0.9914376,5_S8
c2_p016_20230816_o05,p016_20230816,16,0,2,70,4_S7,0.0010480074,0.016034642,0.01853547,0.52734625,0.43409133,0.0029442154,3_S6
c2_p016_20230921_o12,p016_20230921,16,0,2,75,4_S7,0.0073535084,0.0050585293,0.025039105,0.0921607,0.56292576,0.3074624,4_S7
c2_p016_20231005_o09,p016_20231005,16,0,2,77,4_S7,0.00012391897,0.0016889166,0.0034212698,0.00086661865,0.27019703,0.7237022,5_S8
c2_p017_20230816_o06,p017_20230816,17,0,2,71,4_S7,2.996003e-07,3.8253776e-05,0.00019809749,0.7722953,0.22743659,3.147252e-05,3_S6
c2_p017_20230921_o10,p017_20230921,17,0,2,74,4_S7,0.00037030142,0.0063632606,0.009808981,0.02462372,0.91936266,0.03947103,4_S7
c2_p017_20231005_o06,p017_20231005,17,0,2,72,4_S7,1.4472835e-06,2.0463012e-05,6.383635e-05,1.4975413e-05,0.0019822824,0.997917,5_S8
c2_p025_20230828_o11,p025_20230828,25,0,2,16,0_S1,0.903792,0.02274463,0.05881101,0.011625106,0.0017472958,0.0012799562,0_S1
