image_id,session,plant,fold,camera,bbch,cls,p_0_S1,p_1_S2,p_2_S5,p_3_S6,p_4_S7,p_5_S8,pred
c2_p005_20230816_o02,p005_20230816,5,0,2,65,3_S6,6.896324e-06,0.0007916156,0.012541541,0.008490459,0.9779139,0.00025566484,4_S7
c2_p005_20230921_o07,p005_20230921,5,0,2,77,4_S7,0.00016441243,0.002446856,0.02086896,0.009133511,0.74260587,0.22478051,4_S7
c2_p005_20231005_o09,p005_20231005,5,0,2,79,4_S7,0.00021744064,8.639488e-05,0.1048025,0.0003181033,0.5439481,0.35062754,4_S7
c2_p006_20230816_o04,p006_20230816,6,0,2,65,3_S6,7.872568e-07,1.9998854e-05,0.0042636194,0.94796,0.047755316,2.3195402e-07,3_S6
c2_p006_20230921_o02,p006_20230921,6,0,2,78,4_S7,0.00077651127,9.199765e-05,0.00139054,0.007440498,0.9648613,0.025439102,4_S7
c2_p006_20231005_o07,p006_20231005,6,0,2,79,4_S7,1.3585237e-05,2.5770112e-06,0.0002521277,7.915933e-05,0.79854256,0.2011099,4_S7
c2_p008_20230816_o06,p008_20230816,8,0,2,63,3_S6,2.1701185e-06,4.1560394e-05,0.007955739,0.99191964,8.0853795e-05,7.288821e-08,3_S6
c2_p008_20230921_o03,p008_20230921,8,0,2,73,4_S7,0.00018111004,0.00061454275,0.12209254,0.029858645,0.8420432,0.005209966,4_S7
c2_p008_20231005_o11,p008_20231005,8,0,2,76,4_S7,1.0668151e-05,2.0443927e-05,9.604954e-05,4.1123935e-06,0.0642947,0.9355741,5_S8
c2_p010_20230816_o07,p010_20230816,10,0,2,64,3_S6,2.0512047e-05,0.00015316343,0.00881096,0.9836623,0.0073524686,6.0125416e-07,3_S6
c2_p010_20230921_o05,p010_20230921,10,0,2,72,4_S7,9.480316e-08,8.187021e-08,0.00045058568,1.2730253e-05,0.9995079,2.8499991e-05,4_S7
c2_p010_20231005_o03,p010_20231005,10,0,2,85,5_S8,3.2057163e-05,0.00018328639,0.00088995893,5.75368e-06,0.0018057065,0.99708325,5_S8
